ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
Goner,Goner,twenty one pilots,twenty one pilots,Blurryface,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",Alternative Rock,$1.29 ,$1.29 ,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,03:56,15-May-15,15-May-15
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,03:07,24-Nov-14,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:07,21-Aug-09,21-Aug-09
Obsession ( feat . JD Davis & Miss B ),Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],One Love ( Deluxe Version ),"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,Album Only,$1.29 ,_ ã_ 2007 Gum Records,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:06,03:31,18-Sep-07,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:31,21-Aug-09,21-Aug-09
Epilogue ( feat . George the Poet ),Wonder [ feat . Emeli Sand_ © ],Naughty Boy,Naughty Boy,Hotel Cabana,Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,03:27,6-May-14,6-May-14
Sunburn ( Bonus Track ),Sunburn ( Deluxe Edition ),Ed Sheeran,Ed Sheeran,#NAME ?,#NAME ?,"Singer/Songwriter , Music",Pop,$1.29 ,$1.29 ,2011 Warner Music UK Limited,Doll records,04:35,04:35,9-Sep-11,9-Sep-11
I Do n't Believe You ( Main Version ),I Do n't Believe You,P!NK,P!nk,Funhouse,Funhouse ( Explicit ),"Pop , Music , R&B / Soul , Dance , Pop/Rock","R&B , Pop",$1.29 ,$1.29 ,_ ã_ LaFace Recording LLC,( c ) 2006 Roadshow,04:36,04:36,28-Oct-08,28-Oct-08
"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Crack In the Pearl,Mark Ronson,Mark Ronson,Uptown Special,Uptown Special [ Clean ],"Pop , Music , R&B / Soul , Funk , Soul",Pop,$1.29 ,$1.29 ,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2015 Real Sounds,02:16,02:25,13-Jan-15,13-Jan-15
You & Me ( feat . Eliza Doolittle ),Defeated No More [ feat . Edward Macfarlane ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:26,06:07,15-Apr-14,11-Jun-13
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,04:54,21-Aug-09,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Whoremonger ( Album Version ( Explicit ) ) [ Explicit ],David Guetta,David Banner,One Love ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",02:51,01:02,21-Aug-09,20-May-03
Whateva ( feat . Monty ),My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:33,,25-Sep-15
O Little Town of Bethlehem,Sweet Little Jesus Boy,Kenny Chesney,Kenny Rogers,All I Want for Christmas Is a Real Good Tan,Christmas Greetings,"Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas","Holiday , Christmas , Miscellaneous",$0.99 ,$1.29 ,2003 BMG Music,"( C ) 2000 Capitol Records , LLC",04:18,03:04,4-Oct-03,17-Aug-00
"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Street Money ( feat . Rick Ross ) [ Explicit ],Flo Rida,Flo Rida,"Only One Flo , Pt. 1",Welcome to Flo Rida [ Explicit ],"Hip-Hop/Rap , Music , Rap , Dirty South",Rap & Hip-Hop,$1.29 ,$0.99 ,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2015 CMG Records,03:36,03:57,24-Nov-10,6-Apr-15
Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Clarity ( Zedd Union Mix ) [ feat . Foxes ],Zedd,Zedd,Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,Clarity ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2015 Interscope Records,( C ) 2013 Interscope Records,04:15,03:28,10-Jul-15,12-Feb-13
We Run,We Run,Sugarland,Sugarland,Love On the Inside ( Deluxe Fan Edition ),Love On The Inside,"Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass",Country,$1.29 ,$1.29 ,"_ ã_ 2008 Mercury Records , a Division of UMG Recordings , Inc.","( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",03:55,03:56,22-Jul-08,29-Jul-08
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],S.T.O.P ( feat . Ryan Tedder ),David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:34,21-Aug-09,24-Nov-14
That Good,I 'm Good [ Explicit ],Snoop Dogg & Wiz Khalifa,Wiz Khalifa,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),Flight School [ Explicit ],"Soundtrack,Music,Hip-Hop / Rap , Hardcore Rap , West Coast Rap , Gangsta Rap , Rap , Soundtrack",Rap & Hip-Hop,$1.29 ,$0.99 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Mad Decent,03:48,02:32,9-Dec-11,17-Apr-09
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , House , Electronic , Rock",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:12,26-Aug-11,26-Aug-11
Truce,Truce,twenty one pilots,twenty one pilots,Vessel,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap","Alternative Rock , Indie & Lo-Fi",$1.29 ,$1.29 ,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,"( C ) 2000 Columbia Pictures Industries , Inc.",02:22,02:22,4-Jan-13,4-Jan-13
Second Chance ( Live Acoustic from Kansas City ),Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ],Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,05:44,18-Apr-11,18-Apr-11
Second Chance ( Live Acoustic from Kansas City ),Devour ( Live Acoustic From Kansas City ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,03:53,18-Apr-11,18-Apr-11
VHS Outro ( Interlude ),Smoke ( Interlude ) [ Explicit ],X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:24,30-Jun-15,30-Jun-15
That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),Kenny Chesney & Willie Nelson,Kenny Chesney,Lucky Old Sun,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk","Country , Contemporary Country",$0.99 ,$0.99 ,"2008 Blue Chair Records , LLC","( P ) 2008 Blue Chair Records , LLC",04:16,04:16,2008,21-Oct-08
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,04:59,21-Aug-09,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ],David Guetta,David Guetta,One Love ( Deluxe Version ),When Love Takes Over ( feat . Kelly Rowland ),"Dance , Music",Dance & Electronic,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2015 The Valory Music Co. , LLC",02:51,03:02,21-Aug-09,5-May-09
Hurt a Lot Worse When You Go,Days Go By,Toby Keith,Keith Urban,"Beyond The Hits , Vol . 1",Greatest Hits - 18 Kids,"Country , Music",Country,Album Only,$1.29 ,_ ã_ 2011 TriPower,"å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",04:21,03:49,20-Dec-11,20-Nov-07
Through the Ghost,Through The Ghost,Shinedown,Shinedown,Amaryllis,Amaryllis,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",Rock,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Krankbrother,04:01,04:01,23-Mar-12,23-Mar-12
White Noise ( feat . AlunaGeorge ),Voices ( Wookie Remix ) [ feat . Sasha Keable ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle ( The Remixes ),"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:37,05:33,15-Apr-14,16-Dec-13
Blame ( feat . John Newman ) [ BURNS Remix ],Pray to God ( R3hab Remix ),Calvin Harris,Calvin Harris feat . HAIM,Blame ( Remixes ) [ feat . John Newman ] - EP,Pray to God ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2014 Sony Music Entertainment UK Limited,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",04:17,04:31,10-Nov-14,25-Sep-15
Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ],Pray to God ( R3hab Remix ),Calvin Harris,Calvin Harris feat . HAIM,Thinking About You ( feat . Ayah Marar ) [ Remixes ],Pray to God ( Remixes ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2013 Sony Music Entertainment UK Limited,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",05:42,04:31,2-Aug-13,25-Sep-15
Otherside Remix ( Live ),English Girls Approximately ( Live in London 2 ),Macklemore & Ryan Lewis,Ryan Adams,Otherside Remix ( Live ) - Single,Live After Deaf ( London 2 ),"Hip-Hop/Rap , Music","Folk , Rock",$0.99 ,$0.99 ,"2011 Macklemore , LLC",2012 PAXAM RECORDS,06:10,05:08,31-Aug-11,2-Jul-12
Otherside Remix ( Live ),Gim me Something Good ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Macklemore & Ryan Lewis,Ryan Adams,Otherside Remix ( Live ) - Single,Ten Songs From Live At Carnegie Hall [ Explicit ],"Hip-Hop/Rap , Music",Rock,$0.99 ,$1.29 ,"2011 Macklemore , LLC",( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,06:10,06:36,31-Aug-11,9-Jun-15
Electro Man,Electro Man,Calvin Harris,Calvin Harris,I Created Disco,I Created Disco,"Electronic , Music , Pop , Dance , Rock","Dance & Electronic , Pop , House",$0.99 ,$0.99 ,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,2002 Defected Records Ltd,04:58,04:56,11-Jun-07,22-Feb-12
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,04:23,21-Aug-09,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:20,21-Aug-09,24-Nov-14
Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ],Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ],Zedd,Zedd,Find You ( Remixes ),Beautiful Now ( Remixes ),"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2014 Interscope Records,( C ) 2015 Interscope Records,04:26,03:59,8-Apr-14,10-Jul-15
Afire Love,Afire Love,Ed Sheeran,Ed Sheeran,x,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Pop,$1.29 ,$1.29 ,"2014 Asylum Records UK , a Warner Music UK Company",( C ) 2014 mau5trap Recordings Ltd,05:14,05:14,20-Jun-14,20-Jun-14
Afire Love,Afire Love,Ed Sheeran,Ed Sheeran,x,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Pop,$1.29 ,$1.29 ,"2014 Asylum Records UK , a Warner Music UK Company",( C ) 2014 mau5trap Recordings Ltd,05:14,05:14,20-Jun-14,20-Jun-14
This Love ( Karaoke Version ),This Love,Taylor Swift,Taylor Swift,Taylor Swift Karaoke : 1989,1989,"Pop , Music",Pop,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Records , LLC","( C ) 2014 Big Machine Records , LLC .",04:07,04:10,3-Mar-15,27-Oct-14
Stay the Night ( feat . Hayley Williams ),Beautiful Now ( Zonderling Remix ) [ feat . Jon Bellion ],Zedd,Zedd,"NOW That 's What I Call Music , Vol . 49",Beautiful Now ( Remixes ),"Pop , Music",Dance & Electronic,Album Only,$1.29 ,"_ ã_ 2014 UMG Recordings , Inc. and Sony Music Entertainment",( C ) 2015 Interscope Records,03:34,03:53,4-Feb-14,10-Jul-15
Stay the Night ( feat . Hayley Williams ),Beautiful Now ( Scout Remix ) [ feat . Jon Bellion ],Zedd,Zedd,"NOW That 's What I Call Music , Vol . 49",Beautiful Now ( Scout Remix ),"Pop , Music",Dance & Electronic,Album Only,$1.29 ,"_ ã_ 2014 UMG Recordings , Inc. and Sony Music Entertainment",( C ) 2015 Interscope Records,03:34,03:18,4-Feb-14,9-Oct-15
I 've Got All This Ringing In My Ears and None On My Fingers,I 've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,Fall Out Boy,Infinity On High,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",Rock,$0.99 ,$0.99 ,2007 The Island Def Jam Music Group,( C ) 2007 The Island Def Jam Music Group,04:06,04:06,6-Feb-07,6-Feb-07
Shining,Shining,X Ambassadors,X Ambassadors,The Reason - EP,The Reason EP,"Alternative , Music , Rock , Adult Alternative , Electronic",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,03:40,03:37,10-Aug-15,10-Aug-15
Kaskade - Fire & Ice Booklet,ICE ( Kaskades ICE Mix ),Kaskade,Kaskade,Fire & Ice,Fire & Ice,"Dance , Music , House , Electronic","Dance & Electronic , House",Album Only,$1.29 ,"2011 Ultra Records , Inc.",2012 Coastal Entertainment,--,04:30,25-Oct-11,23-Jul-13
Fly Solo,Fly Solo [ Clean ],Wiz Khalifa,Wiz Khalifa,Rolling Papers ( Deluxe Version ),Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:20,03:20,28-Mar-11,28-Mar-11
Act My Age,Change My Mind,One Direction,One Direction,FOUR ( Ultimate Edition ),Take Me Home : Yearbook Edition,"Pop , Music",Pop,$1.29 ,$1.29 ,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2008 Big Love,03:18,03:32,17-Nov-14,9-Nov-12
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:12,21-Aug-09,24-Nov-14
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Sun Goes Down ( Feat . Magic ! & Sonny Wilson ),David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:31,21-Aug-09,24-Nov-14
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Shot me Down ( feat . Skylar Grey ) [ Radio Edit ],David Guetta,David Guetta,One Love ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:11,21-Aug-09,24-Nov-14
Ha ( feat . Brisco & 4 Mill ),Shone [ Feat . Pleasure P ],Flo Rida,Flo Rida,R.O.O.T.S. ( Deluxe Version ),R.O.O.T.S. ( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],"Hip-Hop/Rap , Music",Rap & Hip-Hop,Album Only,$1.29 ,_ ã_ 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"( C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",03:54,04:13,30-Mar-09,30-Mar-09
