ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,,,
exact : an extensible approach to active object-oriented databases vldb j. 1997,a cost model for clustered object-oriented databases very large data bases 1995,"arturo jaime , oscar díaz","georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"erratum : a database model for object dynamics mike p. papazoglou , bernd j. krämer vldb j.",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,1997,
"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,
converting relational to object-oriented databases sigmod record 1997,a cost model for clustered object-oriented databases very large data bases 1995,joseph fong,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,,2003,
accessing a relational database through an object-oriented database interface vldb 1995,a cost model for clustered object-oriented databases very large data bases 1995,"jack a. orenstein , d. n. kamber","georges gardarin , jean-robert gruser , zhao-hui tang",,,,
the ccube constraint object-oriented database system sigmod conference,a cost model for clustered object-oriented databases very large data bases 1995,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","georges gardarin , jean-robert gruser , zhao-hui tang",,,1999,
"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system 1996",a cost model for clustered object-oriented databases very large data bases 1995,"zhao-hui tang , fei sha , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,,,
"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application m. toiati , michele missikoff sigmod conference 1994",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,,,
a database model for object dynamics vldb j. 1997,a cost model for clustered object-oriented databases very large data bases 1995,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",,,,
"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb,,,
cost-driven vertical class partitioning for methods in object oriented databases vldb j.,a cost model for clustered object-oriented databases very large data bases 1995,"qing li , chi-wai fung , kamalakar karlapalem","georges gardarin , jean-robert gruser , zhao-hui tang",,,2003,
a data model and data structures for moving objects databases sigmod conference,a cost model for clustered object-oriented databases very large data bases 1995,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting","georges gardarin , jean-robert gruser , zhao-hui tang",,,2000,
"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,,,very large data bases,1994,
query unnesting in object-oriented databases leonidas fegaras 1998,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,,sigmod conference,very large data bases,,
"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,,vldb j.,very large data bases,1996,
"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens clau_en , klaus peithner , alfons kemper vldb 1997","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,,,very large data bases,,
"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998","accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,,sigmod record,very large data bases,,
watermarking relational databases,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995","rakesh agrawal , jerry kiernan",,vldb,very large data bases,2002,
