ltable_title,rtable_title,ltable_manufacturer,rtable_manufacturer,ltable_price,rtable_price
microsoft office 2004 professional ( mac ),office pro 2007 upgrade microsoft 269-10294,microsoft,,499.99,257.71
microsoft windows xp professional upgrade with sp2,office pro 2007 upgrade microsoft 269-10294,microsoft software,,199.99,257.71
microsoft publisher 2007 version upgrade,office pro 2007 upgrade microsoft 269-10294,microsoft,,99.95,257.71
microsoft visio standard 2007 version upgrade,microsoft money 2007 premium ( pc ),microsoft,,129.95,79.99
microsoft mappoint 2006 with gps,microsoft money 2007 premium ( pc ),microsoft,,349,79.99
microsoft office 2004 standard upgrade ( mac ),microsoft money 2007 premium ( pc ),microsoft,,239.99,79.99
microsoft powerpoint 2004 ( mac ),microsoft money 2007 premium ( pc ),microsoft,,229.99,79.99
microspot macdraft professional ( mac ),microsoft money 2007 premium ( pc ),microspot ltd.,,349.99,79.99
microsoft visio standard 2007,microsoft money 2007 premium ( pc ),microsoft,,259.95,79.99
microsoft office 2004 professional ( mac ),microsoft money 2007 premium ( pc ),microsoft,,499.99,79.99
microsoft onenote 2007 upgrade,microsoft money 2007 premium ( pc ),microsoft,,79.95,79.99
microsoft onenote 2007,microsoft money 2007 premium ( pc ),microsoft,,99.95,79.99
microsoft data analyzer 2002,microsoft money 2007 premium ( pc ),microsoft,,179,79.99
microsoft word 2004 upgrade ( mac ),microsoft money 2007 premium ( pc ),microsoft,,109.99,79.99
microsoft student with encarta premium 2008 dvd,microsoft money 2007 premium ( pc ),microsoft,,49.95,79.99
microsoft works suite 2006,microsoft money 2007 premium ( pc ),microsoft,,99,79.99
microsoft office excel 2007,microsoft money 2007 premium ( pc ),microsoft,,229.95,79.99
microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft money 2007 premium ( pc ),microsoft,,10949,79.99
money premium 2007 win32 eng na mini box us only cd,microsoft money 2007 premium ( pc ),microsoft,,118.46,79.99
microsoft licenses project svr sa govt ( h2200301 ),microsoft money 2007 premium ( pc ),microsoft licenses,,3601.4,79.99
microsoft visio standard 2007 version upgrade,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,129.95,108.87
microsoft mappoint 2006 with gps,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,349,108.87
microsoft powerpoint 2004 upgrade ( mac ),microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,109.99,108.87
microsoft word 2007 version upgrade,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,109.95,108.87
microsoft office 2004 standard upgrade ( mac ),microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,239.99,108.87
microsoft windows xp professional upgrade with sp2,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft software,,199.99,108.87
microsoft onenote 2007,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,99.95,108.87
microsoft word 2004 upgrade ( mac ),microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,109.99,108.87
microsoft windows vista home basic upgrade [ dvd ],microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,99.95,108.87
microsoft publisher 2007 version upgrade,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,99.95,108.87
microsoft outlook 2007,microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,109.95,108.87
microsoft windows vista ultimate upgrade [ dvd ],microsoft ( r ) powerpoint ( r ) 2002 upgrade,microsoft,,259.95,108.87
learn2 training for microsoft powerpoint,microsoft ( r ) powerpoint ( r ) 2002 upgrade,topics-entertainment-software - ( consignment ),,9.99,108.87
microsoft visio standard 2007 version upgrade,microsoft windows xp professional edition ( upgrade ),microsoft,,129.95,199.99
microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft windows xp professional edition ( upgrade ),microsoft software,,9980,199.99
microsoft office frontpage 2003 academic version windows ),microsoft windows xp professional edition ( upgrade ),microsoft,,159.98,199.99
microsoft windows xp professional full version with sp2,microsoft windows xp professional edition ( upgrade ),microsoft,,299.99,199.99
microsoft office & windows training professional,microsoft windows xp professional edition ( upgrade ),topics entertainment,,49.95,199.99
microsoft powerpoint 2004 upgrade ( mac ),microsoft windows xp professional edition ( upgrade ),microsoft,,109.99,199.99
microsoft word 2007 version upgrade,microsoft windows xp professional edition ( upgrade ),microsoft,,109.95,199.99
microsoft windows vista business full version [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,299.95,199.99
microsoft windows vista business 32-bit for system builders,microsoft windows xp professional edition ( upgrade ),microsoft,,179.99,199.99
sibelius 4 professional edition,microsoft windows xp professional edition ( upgrade ),sibelius-software-ltd .,,599.99,199.99
microsoft windows vista ultimate full version [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,399.95,199.99
microsoft office 2004 standard upgrade ( mac ),microsoft windows xp professional edition ( upgrade ),microsoft,,239.99,199.99
microspot macdraft professional ( mac ),microsoft windows xp professional edition ( upgrade ),microspot ltd.,,349.99,199.99
acrobat professional 8 ( windows ),microsoft windows xp professional edition ( upgrade ),adobe,,273,199.99
microsoft office & windows training,microsoft windows xp professional edition ( upgrade ),topics entertainment,,29.99,199.99
microsoft word 2004 upgrade ( mac ),microsoft windows xp professional edition ( upgrade ),microsoft,,109.99,199.99
microsoft windows server 2003 client additional license for users-5 pack,microsoft windows xp professional edition ( upgrade ),microsoft,,809,199.99
microsoft windows vista home basic upgrade [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,99.95,199.99
microsoft visual studio professional w/msdn professional 2005 renewal,microsoft windows xp professional edition ( upgrade ),microsoft software,,799,199.99
emc retrospect 7.5 professional for windows upgrade,microsoft windows xp professional edition ( upgrade ),dantz,,,199.99
microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft windows xp professional edition ( upgrade ),microsoft,,709,199.99
microsoft windows vista ultimate upgrade [ dvd ],microsoft windows xp professional edition ( upgrade ),microsoft,,259.95,199.99
cinescore professional soundtrack edition,microsoft windows xp professional edition ( upgrade ),sony-pictures-digital-entertainment,,249.95,199.99
microsoft windows server 2003 client additional license for devices 5 pack,microsoft windows xp professional edition ( upgrade ),microsoft,,209,199.99
microsoft virtual pc for mac 7.0 with windows 2000,microsoft windows xp professional edition ( upgrade ),microsoft,,249.99,199.99
crystal reports xi professional edition,microsoft windows xp professional edition ( upgrade ),business objects,,495,199.99
microsoft oem 3pk xp home edition sp2 n09-01624 ),microsoft windows xp professional edition ( upgrade ),microsoft corporation,,,199.99
microsoft visio standard 2007 version upgrade,microsoft windows vista home basic upgrade ( pc ),microsoft,,129.95,99.99
microsoft office & windows training professional,microsoft windows vista home basic upgrade ( pc ),topics entertainment,,49.95,99.99
microsoft powerpoint 2004 upgrade ( mac ),microsoft windows vista home basic upgrade ( pc ),microsoft,,109.99,99.99
microsoft windows vista business full version [ dvd ],microsoft windows vista home basic upgrade ( pc ),microsoft,,299.95,99.99
microsoft windows vista business 32-bit for system builders,microsoft windows vista home basic upgrade ( pc ),microsoft,,179.99,99.99
microsoft office 2004 standard upgrade ( mac ),microsoft windows vista home basic upgrade ( pc ),microsoft,,239.99,99.99
microsoft onenote 2007 upgrade,microsoft windows vista home basic upgrade ( pc ),microsoft,,79.95,99.99
microsoft windows xp professional upgrade with sp2,microsoft windows vista home basic upgrade ( pc ),microsoft software,,199.99,99.99
microsoft office & windows training,microsoft windows vista home basic upgrade ( pc ),topics entertainment,,29.99,99.99
microsoft excel 2004 ( mac ),microsoft windows vista home basic upgrade ( pc ),microsoft,,229.99,99.99
microsoft publisher 2007 version upgrade,microsoft windows vista home basic upgrade ( pc ),microsoft,,99.95,99.99
microsoft word 2004 ( mac ),microsoft windows vista home basic upgrade ( pc ),microsoft,,229.99,99.99
microsoft windows vista ultimate upgrade [ dvd ],microsoft windows vista home basic upgrade ( pc ),microsoft,,259.95,99.99
microsoft windows xp home edition full version with sp2,microsoft windows vista home basic upgrade ( pc ),microsoft,,199,99.99
microsoft productivity pack for windows mobile,microsoft windows vista home basic upgrade ( pc ),microsoft,,29.99,99.99
microsoft visio standard 2007 version upgrade,microsoft ( r ) office word 2004 for mac full version,microsoft,,129.95,231.29
microsoft office frontpage 2003 academic version windows ),microsoft ( r ) office word 2004 for mac full version,microsoft,,159.98,231.29
microsoft windows xp professional full version with sp2,microsoft ( r ) office word 2004 for mac full version,microsoft,,299.99,231.29
microsoft office small business 2007 full version,microsoft ( r ) office word 2004 for mac full version,microsoft,,449.95,231.29
microsoft powerpoint 2004 upgrade ( mac ),microsoft ( r ) office word 2004 for mac full version,microsoft,,109.99,231.29
microsoft word 2007 version upgrade,microsoft ( r ) office word 2004 for mac full version,microsoft,,109.95,231.29
microsoft windows vista business full version [ dvd ],microsoft ( r ) office word 2004 for mac full version,microsoft,,299.95,231.29
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft ( r ) office word 2004 for mac full version,microsoft corporation,,,231.29
microsoft office 2004 standard ( mac ),microsoft ( r ) office word 2004 for mac full version,microsoft,,399.99,231.29
microsoft visio standard 2007,microsoft ( r ) office word 2004 for mac full version,microsoft,,259.95,231.29
microsoft mappoint 2006 standard edition,microsoft ( r ) office word 2004 for mac full version,microsoft,,299,231.29
microsoft office & windows training,microsoft ( r ) office word 2004 for mac full version,topics entertainment,,29.99,231.29
microsoft word 2004 upgrade ( mac ),microsoft ( r ) office word 2004 for mac full version,microsoft,,109.99,231.29
microsoft publisher 2007 version upgrade,microsoft ( r ) office word 2004 for mac full version,microsoft,,99.95,231.29
microsoft works suite 2006,microsoft ( r ) office word 2004 for mac full version,microsoft,,99,231.29
microsoft office excel 2007,microsoft ( r ) office word 2004 for mac full version,microsoft,,229.95,231.29
microsoft word 2004 ( mac ),microsoft ( r ) office word 2004 for mac full version,microsoft,,229.99,231.29
microsoft virtual pc for mac 7.0 with windows 2000,microsoft ( r ) office word 2004 for mac full version,microsoft,,249.99,231.29
microsoft visio standard 2007 version upgrade,microsoft academic microsoft office project 2003 standard,microsoft,,129.95,69.95
microsoft office & windows training professional,microsoft academic microsoft office project 2003 standard,topics entertainment,,49.95,69.95
microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft academic microsoft office project 2003 standard,microsoft corporation,,,69.95
microsoft office 2004 standard ( mac ),microsoft academic microsoft office project 2003 standard,microsoft,,399.99,69.95
microsoft office 2004 professional ( mac ),microsoft academic microsoft office project 2003 standard,microsoft,,499.99,69.95
microsoft onenote 2007 upgrade,microsoft academic microsoft office project 2003 standard,microsoft,,79.95,69.95
microsoft mappoint 2006 standard edition,microsoft academic microsoft office project 2003 standard,microsoft,,299,69.95
microsoft office & windows training,microsoft academic microsoft office project 2003 standard,topics entertainment,,29.99,69.95
microsoft outlook 2007,microsoft academic microsoft office project 2003 standard,microsoft,,109.95,69.95
microsoft office excel 2007,microsoft academic microsoft office project 2003 standard,microsoft,,229.95,69.95
microsoft visio standard 2007 version upgrade,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,microsoft,,129.95,88.8
microsoft office small business 2007 full version,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,microsoft,,449.95,88.8
microsoft word 2007 version upgrade,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,microsoft,,109.95,88.8
microsoft publisher with digital imaging 2003 [ old version ],164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,microsoft,,209.99,88.8
microsoft visio standard 2007 version upgrade,microsoft ( r ) money 2007 premium,microsoft,,129.95,69.99
microsoft mappoint 2006 with gps,microsoft ( r ) money 2007 premium,microsoft,,349,69.99
microsoft office small business 2007,microsoft ( r ) money 2007 premium,microsoft software,,735.33,69.99
