ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
the trigs active object-oriented database system - an overview,a cost model for clustered object-oriented databases,"gerti kappel , werner retschitzegger","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,very large data bases,1998,1995
exact : an extensible approach to active object-oriented databases,a cost model for clustered object-oriented databases,"arturo jaime , oscar díaz","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995
erratum : a database model for object dynamics,a cost model for clustered object-oriented databases,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995
a cost model for clustered object-oriented databases,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1995,1995
converting relational to object-oriented databases,a cost model for clustered object-oriented databases,joseph fong,"georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,very large data bases,1997,1995
description logics for semantic query optimization in object-oriented database systems,a cost model for clustered object-oriented databases,"claudio sartori , sonia bergamaschi , domenico beneventano","georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,very large data bases,2003,1995
accessing a relational database through an object-oriented database interface,a cost model for clustered object-oriented databases,"jack a. orenstein , d. n. kamber","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1995,1995
the ccube constraint object-oriented database system,a cost model for clustered object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,1999,1995
"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",a cost model for clustered object-oriented databases,"zhao-hui tang , fei sha , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1996,1995
cost-based selection of path expression processing algorithms in object-oriented databases,a cost model for clustered object-oriented databases,"zhao-hui tang , georges gardarin , jean-robert gruser","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1996,1995
mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,a cost model for clustered object-oriented databases,"m. toiati , michele missikoff","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,1994,1995
an experimental system for object-based sharing in federated databases,a cost model for clustered object-oriented databases,"shahram ghandeharizadeh , doug fang","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1996,1995
a database model for object dynamics,a cost model for clustered object-oriented databases,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995
join index hierarchies for supporting efficient navigations in object-oriented databases,a cost model for clustered object-oriented databases,"jiawei han , zhaohui xie","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1994,1995
cost-driven vertical class partitioning for methods in object oriented databases,a cost model for clustered object-oriented databases,"qing li , chi-wai fung , kamalakar karlapalem","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,2003,1995
a data model and data structures for moving objects databases,a cost model for clustered object-oriented databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,2000,1995
odefs : a file system interface to an object-oriented database,accessing a relational database through an object-oriented database interface,"narain h. gehani , william d. roome , h. v. jagadish","jack a. orenstein , d. n. kamber",vldb,very large data bases,1994,1995
query unnesting in object-oriented databases,accessing a relational database through an object-oriented database interface,leonidas fegaras,"jack a. orenstein , d. n. kamber",sigmod conference,very large data bases,1998,1995
index nesting - an efficient approach to indexing in object-oriented databases,accessing a relational database through an object-oriented database interface,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan","jack a. orenstein , d. n. kamber",vldb j.,very large data bases,1996,1995
optimizing queries with universal quantification in object-oriented and object-relational databases,accessing a relational database through an object-oriented database interface,"guido moerkotte , jens clau_en , klaus peithner , alfons kemper","jack a. orenstein , d. n. kamber",vldb,very large data bases,1997,1995
the trigs active object-oriented database system - an overview,accessing a relational database through an object-oriented database interface,"gerti kappel , werner retschitzegger","jack a. orenstein , d. n. kamber",sigmod record,very large data bases,1998,1995
watermarking relational databases,accessing a relational database through an object-oriented database interface,"rakesh agrawal , jerry kiernan","jack a. orenstein , d. n. kamber",vldb,very large data bases,2002,1995
a cost model for clustered object-oriented databases,accessing a relational database through an object-oriented database interface,"zhao-hui tang , jean-robert gruser , georges gardarin","jack a. orenstein , d. n. kamber",vldb,very large data bases,1995,1995
converting relational to object-oriented databases,accessing a relational database through an object-oriented database interface,joseph fong,"jack a. orenstein , d. n. kamber",sigmod record,very large data bases,1997,1995
