ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
2008,1244,description logics for semantic query optimization in object-oriented database systems,the persistent cache : improving oid indexing in temporal object-oriented database systems,"claudio sartori , sonia bergamaschi , domenico beneventano",kjetil n &#248; rv &#229; g,acm trans . database syst .,very large data bases,2003,1999,0
973,1244,the ccube constraint object-oriented database system,the persistent cache : improving oid indexing in temporal object-oriented database systems,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",kjetil n &#248; rv &#229; g,sigmod conference,very large data bases,1999,1999,0
2497,1244,unisql/x unified relational and object-oriented database system,the persistent cache : improving oid indexing in temporal object-oriented database systems,won kim,kjetil n &#248; rv &#229; g,sigmod conference,very large data bases,1994,1999,0
118,1244,the persistent cache : improving oid indexing in temporal object-oriented database systems,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil nørvåg,kjetil n &#248; rv &#229; g,vldb,very large data bases,1999,1999,1
2183,1479,odefs : a file system interface to an object-oriented database,a cost model for clustered object-oriented databases,"narain h. gehani , william d. roome , h. v. jagadish","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1994,1995,0
1118,1479,index nesting - an efficient approach to indexing in object-oriented databases,a cost model for clustered object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1996,1995,0
644,1479,index configuration in object-oriented databases,a cost model for clustered object-oriented databases,elisa bertino,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1994,1995,0
1985,1479,static detection of security flaws in object-oriented databases,a cost model for clustered object-oriented databases,keishi tajima,"georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,1996,1995,0
2302,1479,a logical foundation for deductive object-oriented databases,a cost model for clustered object-oriented databases,"mengchi liu , tok wang ling , gillian dobbie","georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,very large data bases,2002,1995,0
2131,1479,the trigs active object-oriented database system - an overview,a cost model for clustered object-oriented databases,"gerti kappel , werner retschitzegger","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,very large data bases,1998,1995,0
2494,1479,exact : an extensible approach to active object-oriented databases,a cost model for clustered object-oriented databases,"arturo jaime , oscar díaz","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995,0
2385,1479,erratum : a database model for object dynamics,a cost model for clustered object-oriented databases,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995,0
69,1479,a cost model for clustered object-oriented databases,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1995,1995,1
287,1479,converting relational to object-oriented databases,a cost model for clustered object-oriented databases,joseph fong,"georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,very large data bases,1997,1995,0
2008,1479,description logics for semantic query optimization in object-oriented database systems,a cost model for clustered object-oriented databases,"claudio sartori , sonia bergamaschi , domenico beneventano","georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,very large data bases,2003,1995,0
1304,1479,accessing a relational database through an object-oriented database interface,a cost model for clustered object-oriented databases,"jack a. orenstein , d. n. kamber","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1995,1995,0
973,1479,the ccube constraint object-oriented database system,a cost model for clustered object-oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,1999,1995,0
892,1479,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",a cost model for clustered object-oriented databases,"zhao-hui tang , fei sha , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1996,1995,0
3,1479,cost-based selection of path expression processing algorithms in object-oriented databases,a cost model for clustered object-oriented databases,"zhao-hui tang , georges gardarin , jean-robert gruser","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1996,1995,0
980,1479,mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application,a cost model for clustered object-oriented databases,"m. toiati , michele missikoff","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,1994,1995,0
245,1479,an experimental system for object-based sharing in federated databases,a cost model for clustered object-oriented databases,"shahram ghandeharizadeh , doug fang","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1996,1995,0
2404,1479,a database model for object dynamics,a cost model for clustered object-oriented databases,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,1997,1995,0
2540,1479,join index hierarchies for supporting efficient navigations in object-oriented databases,a cost model for clustered object-oriented databases,"jiawei han , zhaohui xie","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,very large data bases,1994,1995,0
378,1479,cost-driven vertical class partitioning for methods in object oriented databases,a cost model for clustered object-oriented databases,"qing li , chi-wai fung , kamalakar karlapalem","georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,very large data bases,2003,1995,0
695,1479,a data model and data structures for moving objects databases,a cost model for clustered object-oriented databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting","georges gardarin , jean-robert gruser , zhao-hui tang",sigmod conference,very large data bases,2000,1995,0
2183,1463,odefs : a file system interface to an object-oriented database,accessing a relational database through an object-oriented database interface,"narain h. gehani , william d. roome , h. v. jagadish","jack a. orenstein , d. n. kamber",vldb,very large data bases,1994,1995,0
