ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1118,1244,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,vldb j.,,1996.0,,0
644,1244,index configuration in object-oriented databases elisa bertino vldb j. 1994,the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,,,,,0
2131,1244,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,sigmod record,,,,0
2392,1244,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,vldb,,,,0
2008,1244,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,acm trans . database syst .,,2003.0,,0
973,1244,the ccube constraint object-oriented database system sigmod conference,the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",kjetil n &#248; rv &#229; g,,,1999.0,,0
2497,1244,unisql/x unified relational and object-oriented database system won kim sigmod conference,the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,,,1994.0,,0
118,1244,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999,the persistent cache : improving oid indexing in temporal object-oriented database systems very large data bases 1999,,kjetil n &#248; rv &#229; g,,,,,1
2183,1479,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,1994.0,,0
1118,1479,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,,1996.0,,0
644,1479,index configuration in object-oriented databases elisa bertino vldb j. 1994,a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
1985,1479,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
2302,1479,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
2131,1479,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger 1998",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",sigmod record,,,,0
2494,1479,exact : an extensible approach to active object-oriented databases vldb j. 1997,a cost model for clustered object-oriented databases very large data bases 1995,"arturo jaime , oscar díaz","georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
2385,1479,"erratum : a database model for object dynamics mike p. papazoglou , bernd j. krämer vldb j.",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,1997.0,,0
69,1479,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,1
287,1479,converting relational to object-oriented databases sigmod record 1997,a cost model for clustered object-oriented databases very large data bases 1995,joseph fong,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
2008,1479,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",acm trans . database syst .,,2003.0,,0
1304,1479,accessing a relational database through an object-oriented database interface vldb 1995,a cost model for clustered object-oriented databases very large data bases 1995,"jack a. orenstein , d. n. kamber","georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
973,1479,the ccube constraint object-oriented database system sigmod conference,a cost model for clustered object-oriented databases very large data bases 1995,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen","georges gardarin , jean-robert gruser , zhao-hui tang",,,1999.0,,0
892,1479,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system 1996",a cost model for clustered object-oriented databases very large data bases 1995,"zhao-hui tang , fei sha , georges gardarin","georges gardarin , jean-robert gruser , zhao-hui tang",vldb,,,,0
3,1479,"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
980,1479,"mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application m. toiati , michele missikoff sigmod conference 1994",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
245,1479,"an experimental system for object-based sharing in federated databases shahram ghandeharizadeh , doug fang 1996",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb j.,,,,0
2404,1479,a database model for object dynamics vldb j. 1997,a cost model for clustered object-oriented databases very large data bases 1995,"mike p. papazoglou , bernd j. krämer","georges gardarin , jean-robert gruser , zhao-hui tang",,,,,0
2540,1479,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie 1994",a cost model for clustered object-oriented databases very large data bases 1995,,"georges gardarin , jean-robert gruser , zhao-hui tang",vldb,,,,0
378,1479,cost-driven vertical class partitioning for methods in object oriented databases vldb j.,a cost model for clustered object-oriented databases very large data bases 1995,"qing li , chi-wai fung , kamalakar karlapalem","georges gardarin , jean-robert gruser , zhao-hui tang",,,2003.0,,0
