ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
"Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions","Whateva ( feat . Monty ) [ Clean ] Fetty Wap ( Deluxe ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 5:11 September 25 , 2015",,Fetty Wap,Fetty Wap ( Deluxe ),,,Rap & Hip-Hop,Album Only,,,,05:11,,,
Every Time You Go Bright Lights ( Deluxe Version ) _ ã_ 2010 Polydor Ltd. ( UK ) 29-Nov-10,"I Know You Care $ 1.29 3:26 August 27 , 2013",Ellie Goulding,Ellie Goulding,,Halcyon ( Deluxe ),"Pop , Music , Dance , Rock",Pop,$1.29 ,,,( C ) 2013 Polydor Ltd. ( UK ),03:25,,,
Goner twenty one pilots,Goner twenty one pilots Alternative Rock $ 1.29 3:56,,,Blurryface,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",,$1.29 ,,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,,15-May-15,15-May-15
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,David Guetta,,One Love ( Deluxe Version ),,,$1.29 ,$1.29 ,,,,03:07,,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",,,$1.29 ,,,,03:07,,21-Aug-09
Obsession ( feat . JD Davis & Miss B ) Pop Life ( Extended Version ) [ Bonus Version ] Album Only 3:06 18-Sep-07,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",David Guetta,,,,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",,,$1.29 ,_ ã_ 2007 Gum Records,,,,,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,One Love ( Deluxe Version ),,"Dance , Music",,,$1.29 ,,,02:51,,21-Aug-09,
Epilogue ( feat . George the Poet ) $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28 6-May-14,Wonder [ feat . Emeli Sand_ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,Naughty Boy,,Hotel Cabana,,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,,,,,,,,6-May-14
Sunburn ( Bonus Track ) #NAME ?,"Sunburn ( Deluxe Edition ) Ed Sheeran #NAME ? Pop 4:35 September 9 , 2011",Ed Sheeran,,,,"Singer/Songwriter , Music",,$1.29 ,$1.29 ,2011 Warner Music UK Limited,Doll records,04:35,,9-Sep-11,
I Do n't Believe You ( Main Version ) $ 1.29 _ ã_ LaFace Recording LLC 4:36 28-Oct-08,"I Do n't Believe You P!nk Funhouse ( Explicit ) R&B , Pop ( c ) 2006 Roadshow 4:36 October 28 , 2008",P!NK,,Funhouse,,"Pop , Music , R&B / Soul , Dance , Pop/Rock",,,$1.29 ,,,,,,
"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Mark Ronson Uptown Special Pop , Music , R&B / Soul , Funk , Soul $ 1.29 2:16","Crack In the Pearl Uptown Special [ Clean ] January 13 , 2015",,Mark Ronson,,,,Pop,,$1.29 ,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2015 Real Sounds,,02:25,13-Jan-15,
"You & Me ( feat . Eliza Doolittle ) Disclosure Settle ( Deluxe Version ) Electronic , Music 15-Apr-14","Defeated No More [ feat . Edward Macfarlane ] Settle Electronica , Dance & Electronic June 11 , 2013",,Disclosure,,,,,$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:26,06:07,,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51,"I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ) 4:54 August 21 , 2009",David Guetta,David Guetta,,One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,21-Aug-09,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51,"Whoremonger ( Album Version ( Explicit ) ) [ Explicit ] $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc. 1:02 May 20 , 2003",David Guetta,David Banner,,Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$1.29 ,,2010 Gum Prod licence exclusive Parlophone Music France,,,,21-Aug-09,
"Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions 5:11",My Way ( feat . Monty ) [ Explicit ] Fetty Wap Rap & Hip-Hop $ 1.29,Fetty Wap,,,Fetty Wap [ Explicit ],,,Album Only,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,03:33,,25-Sep-15
"O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas 4:18 4-Oct-03","Sweet Little Jesus Boy 3:04 August 17 , 2000",Kenny Chesney,Kenny Rogers,,Christmas Greetings,,"Holiday , Christmas , Miscellaneous",$0.99 ,$1.29 ,2003 BMG Music,"( C ) 2000 Capitol Records , LLC",,,,
"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane ) 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:36","Street Money ( feat . Rick Ross ) [ Explicit ] Welcome to Flo Rida [ Explicit ] Rap & Hip-Hop $ 0.99 2015 CMG Records 3:57 April 6 , 2015",Flo Rida,Flo Rida,"Only One Flo , Pt. 1",,"Hip-Hop/Rap , Music , Rap , Dirty South",,$1.29 ,,,,,,24-Nov-10,
"Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP Dance , Music","Clarity ( Zedd Union Mix ) [ feat . Foxes ] Zedd Clarity ( Remixes ) Dance & Electronic $ 1.29 3:28 February 12 , 2013",Zedd,,,,,,$1.29 ,,2015 Interscope Records,( C ) 2013 Interscope Records,04:15,,10-Jul-15,
"We Run Sugarland Love On the Inside ( Deluxe Fan Edition ) Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass $ 1.29 3:55 22-Jul-08",We Run $ 1.29,,Sugarland,,Love On The Inside,,Country,,,"_ ã_ 2008 Mercury Records , a Division of UMG Recordings , Inc.","( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",,03:56,,29-Jul-08
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09","S.T.O.P ( feat . Ryan Tedder ) David Guetta Dance & Electronic November 24 , 2014",,,,Listen ( Deluxe ),,,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:34,,
"That Good Snoop Dogg & Wiz Khalifa Soundtrack,Music,Hip-Hop / Rap , Hardcore Rap , West Coast Rap , Gangsta Rap , Rap , Soundtrack $ 1.29 3:48",I 'm Good [ Explicit ] Wiz Khalifa Flight School [ Explicit ] 2013 Mad Decent 2:32,,,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),,,Rap & Hip-Hop,,$0.99 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,9-Dec-11,17-Apr-09
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Nothing But the Beat Dance , Music , House , Electronic , Rock $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France","Little Bad Girl ( Feat . Taio Cruz & Ludacris ) [ Explicit ] David Guetta Dance & Electronic $ 1.29 August 26 , 2011",David Guetta,,,Nothing But The Beat,,,,,,2009 Andy Henningsen,03:34,03:12,26-Aug-11,
Truce twenty one pilots,"Truce twenty one pilots Alternative Rock , Indie & Lo-Fi ( C ) 2000 Columbia Pictures Industries , Inc. January 4 , 2013",,,Vessel,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",,$1.29 ,$1.29 ,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,,02:22,02:22,4-Jan-13,
Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ] Shinedown $ 1.29 5:44,Shinedown,,,Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,,,,( C ) 2005 MCA Nashville,05:06,,18-Apr-11,18-Apr-11
Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Devour ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere $ 1.29,Shinedown,,,,"Rock , Music , Metal , Alternative , Hard Rock",Rock,,,,( C ) 2005 MCA Nashville,05:06,03:53,18-Apr-11,18-Apr-11
"VHS Outro ( Interlude ) X Ambassadors VHS Alternative , Music , Rock , Adult Alternative 2015 KIDinaKORNER/Interscope Records 1:25",Smoke ( Interlude ) [ Explicit ] ( C ) 2015 KIDinaKORNER/Interscope Records,,X Ambassadors,,VHS [ Explicit ],,Alternative Rock,$1.29 ,$1.29 ,,,,00:24,30-Jun-15,30-Jun-15
That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson 4:16 2008,"That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16",,Kenny Chesney,Lucky Old Sun,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",,$0.99 ,,"2008 Blue Chair Records , LLC",,,,,21-Oct-08
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,"Missing You ( Feat . Novel ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic $ 1.29 ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 4:59 August 21 , 2009",David Guetta,,One Love ( Deluxe Version ),,"Dance , Music",,$1.29 ,,,,,,21-Aug-09,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] 2010 Gum Prod licence exclusive Parlophone Music France 2:51,When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ] $ 0.99,David Guetta,David Guetta,One Love ( Deluxe Version ),When Love Takes Over ( feat . Kelly Rowland ),"Dance , Music",Dance & Electronic,$1.29 ,,,"( C ) 2015 The Valory Music Co. , LLC",,03:02,21-Aug-09,5-May-09
Hurt a Lot Worse When You Go Toby Keith _ ã_ 2011 TriPower,"Days Go By Keith Urban Greatest Hits - 18 Kids $ 1.29 å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash 3:49",,,"Beyond The Hits , Vol . 1",,"Country , Music",Country,Album Only,,,,04:21,,20-Dec-11,20-Nov-07
Through the Ghost $ 1.29 4:01 23-Mar-12,"Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012",Shinedown,Shinedown,Amaryllis,,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",Rock,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,04:01,,
"White Noise ( feat . AlunaGeorge ) Disclosure Electronic , Music $ 1.29 _ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited 15-Apr-14","Voices ( Wookie Remix ) [ feat . Sasha Keable ] Disclosure Settle ( The Remixes ) Electronica , Dance & Electronic 5:33",,,Settle ( Deluxe Version ),,,,,$1.29 ,,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:37,,,16-Dec-13
Blame ( feat . John Newman ) [ BURNS Remix ] Blame ( Remixes ) [ feat . John Newman ] - EP $ 1.29 2014 Sony Music Entertainment UK Limited 4:17 10-Nov-14,"Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015",Calvin Harris,Calvin Harris feat . HAIM,,,"Dance , Music",Dance & Electronic,,,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",,04:31,,
"Thinking About You ( feat . Ayah Marar ) [ Michael Brun Remix ] Thinking About You ( feat . Ayah Marar ) [ Remixes ] Dance , Music 2013 Sony Music Entertainment UK Limited 5:42","Pray to God ( R3hab Remix ) Pray to God ( Remixes ) $ 1.29 September 25 , 2015",Calvin Harris,Calvin Harris feat . HAIM,,,,Dance & Electronic,$1.29 ,,,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",,04:31,2-Aug-13,
"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/Rap , Music 2011 Macklemore , LLC 31-Aug-11","English Girls Approximately ( Live in London 2 ) Ryan Adams Live After Deaf ( London 2 ) Folk , Rock $ 0.99",Macklemore & Ryan Lewis,,,,,,$0.99 ,,,2012 PAXAM RECORDS,06:10,05:08,,2-Jul-12
"Otherside Remix ( Live ) Otherside Remix ( Live ) - Single Hip-Hop/Rap , Music 2011 Macklemore , LLC 31-Aug-11","Gim me Something Good ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ten Songs From Live At Carnegie Hall [ Explicit ] Rock 6:36 June 9 , 2015",Macklemore & Ryan Lewis,Ryan Adams,,,,,$0.99 ,$1.29 ,,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,06:10,,,
"Electro Man I Created Disco Electronic , Music , Pop , Dance , Rock $ 0.99 2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited",Electro Man,Calvin Harris,Calvin Harris,,I Created Disco,,"Dance & Electronic , Pop , House",,$0.99 ,,2002 Defected Records Ltd,04:58,04:56,11-Jun-07,22-Feb-12
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,"When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ) Dance & Electronic $ 1.29 4:23 August 21 , 2009",,David Guetta,,One Love ( Deluxe Version ),"Dance , Music",,,,,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,,21-Aug-09,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe ) 3:20 November 24 , 2014",,,,,"Dance , Music",Dance & Electronic,,$1.29 ,,2015 If Moving Your Mine,02:51,,21-Aug-09,
Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ] Zedd $ 1.29 2014 Interscope Records 4:26 8-Apr-14,Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ] Dance & Electronic $ 1.29 ( C ) 2015 Interscope Records 3:59,,Zedd,Find You ( Remixes ),Beautiful Now ( Remixes ),"Dance , Music , Electronic",,,,,,,,,10-Jul-15
Afire Love Ed Sheeran 5:14 20-Jun-14,Afire Love Ed Sheeran 5:14,,,x,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Pop,$1.29 ,$1.29 ,"2014 Asylum Records UK , a Warner Music UK Company",( C ) 2014 mau5trap Recordings Ltd,,,,20-Jun-14
"Afire Love Ed Sheeran Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative $ 1.29 2014 Asylum Records UK , a Warner Music UK Company 5:14",Afire Love Ed Sheeran 5:14,,,x,x,,Pop,,$1.29 ,,( C ) 2014 mau5trap Recordings Ltd,,,20-Jun-14,20-Jun-14
"This Love ( Karaoke Version ) Pop , Music 4:07 3-Mar-15","This Love 1989 Pop ( C ) 2014 Big Machine Records , LLC . 4:10 October 27 , 2014",Taylor Swift,Taylor Swift,Taylor Swift Karaoke : 1989,,,,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Records , LLC",,,,,
Stay the Night ( feat . Hayley Williams ) Album Only,Beautiful Now ( Zonderling Remix ) [ feat . Jon Bellion ] Beautiful Now ( Remixes ),Zedd,Zedd,"NOW That 's What I Call Music , Vol . 49",,"Pop , Music",Dance & Electronic,,$1.29 ,"_ ã_ 2014 UMG Recordings , Inc. and Sony Music Entertainment",( C ) 2015 Interscope Records,03:34,03:53,4-Feb-14,10-Jul-15
Stay the Night ( feat . Hayley Williams ) Album Only,"Beautiful Now ( Scout Remix ) [ feat . Jon Bellion ] Beautiful Now ( Scout Remix ) $ 1.29 October 9 , 2015",Zedd,Zedd,"NOW That 's What I Call Music , Vol . 49",,"Pop , Music",Dance & Electronic,,,"_ ã_ 2014 UMG Recordings , Inc. and Sony Music Entertainment",( C ) 2015 Interscope Records,03:34,03:18,4-Feb-14,
I 've Got All This Ringing In My Ears and None On My Fingers Fall Out Boy Infinity On High $ 0.99 2007 The Island Def Jam Music Group 4:06 6-Feb-07,"I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On High Rock $ 0.99 February 6 , 2007",,,,,"Alternative , Music , Rock , Adult Alternative , Punk",,,,,( C ) 2007 The Island Def Jam Music Group,,04:06,,
"Shining X Ambassadors Alternative , Music , Rock , Adult Alternative , Electronic $ 1.29 2015 KIDinaKORNER/Interscope Records 3:40 10-Aug-15",Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37,,,The Reason - EP,The Reason EP,,,,,,,,,,10-Aug-15
"Kaskade - Fire & Ice Booklet Fire & Ice Dance , Music , House , Electronic 2011 Ultra Records , Inc. 25-Oct-11","ICE ( Kaskades ICE Mix ) Kaskade Dance & Electronic , House $ 1.29 2012 Coastal Entertainment 4:30",Kaskade,,,Fire & Ice,,,Album Only,,,,--,,,23-Jul-13
Fly Solo 28-Mar-11,Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Wiz Khalifa,,Rolling Papers ( Deluxe Version ),Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,,_ ã_ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,03:20,03:20,,28-Mar-11
"Act My Age FOUR ( Ultimate Edition ) Pop , Music 3:18 17-Nov-14","Change My Mind Take Me Home : Yearbook Edition $ 1.29 3:32 November 9 , 2012",One Direction,One Direction,,,,Pop,$1.29 ,,2014 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,2008 Big Love,,,,
